id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
4227,law,d+3,l,8,16,-14,-3,-3,,,,,
4228,law,D+3,l,8,16s,-14,-3,-3,,,,,
4229,law,"d+3, 3","l, h","8,17",16,-7,KND,CS,,,,,
4230,law,d+4,l,7,15,-11,0,0,,,,,
4231,law,"d+4, 3","l, h","7,12",js5~12,-12,0(SH),5,,,,,
4232,law,d+3+4,l (TC),7,12s cs4~,-13,-2,-2,,,,,
4233,law,"d+3+4, 3","l (TC), m (TJ)","7,23",s js19~,-18~-16,Launch (JG?),Launch (JG?),,,,,
4234,law,d/b+2,m,15,14b,-4,7,7,,,,,
4235,law,"d/b+2, 4","m, m (TJ)","15,25",js15~,-17~-10,KND,KND,,,,,
4236,law,"d/b+2, 4, D","m, m (TJ)","15,25",d js15~,-6~+1,KND,KND,,,,,
4237,law,d/b+3,l,20,17~19,-12~-10,+4~+6s,KND,,,true,,
4238,law,d/b+4,l (TC),20,26~27 cs6~,-37,KND,KND,Homing,,true,,
4239,law,"d/b+4, 4","l (TC), m (TJ)","20,27",js26~,-9~-7,KND,KND,,,,,
4240,law,d/b+1+2,!,90,78,KND,KND,KND,,,,,
4241,law,"d/b+1+2, u, u (Cancel)",(DSS),,78,,,,,,,,
4242,law,d/b+3+4,"m (TJ), m","25,25","19~20a ,51~52 js15~",-9~-2,Launch,Launch,,,,,
4243,law,d/b+3+4 (Second hit miss),m (TJ),25,19~23 js15~,-41~-37,Launch,Launch,,,,,
4244,law,d/b+3+4 (First hit whiffs or blocked),m,25,51~52,-9~-2,+2~+9s,+2~+9s,,,,,
4245,law,D/B+3+4,m (TJ),25,19~23d js15~,-27~-23,Launch,Launch,,,,,
4246,law,b+1,m,12,14,-9,2,2,,,,,
4247,law,"b+1, b, f","m, (DSS)",12,14,-7,4,4,,,,,
4248,law,"b+1, 2","m, m","12,12",14,-14,0,0,,,,,
4249,law,"b+1, 2, b, f","m, m, (DSS)","12,12",14,-10,4,4,,,,,
4250,law,"b+1, 2, 2","m, m, m","12,12,22",14,-14~-13,KND,KND,,,true,,-14
4251,law,b+2,m,12,16,-8,4,4,,,,,
4252,law,"b+2, 1","m, h","12,15",16,-1~0,+16~+17kg,+16~+17kg,Tail spin,,,,
4253,law,"b+2, 2","m, h","12,10",16,-9,4,4,,,,,
4254,law,"b+2, 2, b, f","m, h, (DSS)","12,10",16,-4,9,9,,,,,
4255,law,"b+2, 3","m, l","12,10",16,-12,-1,-1,,,,,
4256,law,"b+2, 3, 4","m, l, m","12,10,23",16,-7~-5,Launch,Launch,,,,,
4257,law,"b+2, 3, 4, b, f","m, l, m, (TFS)","12,10,23",16,-8~+6,Launch,Launch,,,,,
4258,law,"b+2, 3, d+4","m, l, l?","12,10,23",16s,-37,KND,KND,,,,,
4259,law,b+3,m,27,23~26,-12~-9,KND,KND,"Homing, Tail spin",,,,
4260,law,"b+3, B",m,27,23~26b,-11~-8,KND,KND,"Homing, Tail spin",,,,
4261,law,b+4,m,13,14,-7,3,3,Homing,,,,
4262,law,"b+4, 3","m, h","13,21",14,-6~-4,KND,KND,Tail spin,,,,
4263,law,"b+4, B",m,13,14b,-4,6,6,,,,,
4264,law,b+3+4,m,25,23~24,-18~-17,KND,KND,,,,,
4265,law,"u/f+1 or d/b+1+2, 1 or 1+2+3+4, 1",h,10,12,-5,6,6,,,,,
4266,law,"u/f+1, 3","h, l","10,10",12,-13,-1,-1,,,,,
4267,law,u/b or u or u/f+3,m (TJ),25,21 js9~,-17,KND,KND,,,,,
4268,law,"u/b or u or u/f+3, 4","m (TJ), m (TJ)","25,23","s js9~34, js44~",-18~-16,Launch (JG?),Launch (JG?),,,,,
4269,law,u/f+4,m (TJ),14,15~17,-13~-11,Launch (JG?),Launch (JG?),,,true,,
4270,law,u/f+3+4,l (TJ),27,29~30 js8~,-24,5,5,,,,,
4271,law,u/b or u or U/F+3,(Special) (TJ),,"a,s",,,,,,,,
4272,law,"u/b or u or U/F+3, 4","(Special), m",20,10~11 (44~45),-9~-8,Launch (JG?),Launch (JG?),,,,,
4273,law,U/B+4 or FC+u/b+4,m (TJ),15,18~28s js9~,-17~-7,-6~+4,-6~+4,,,,,
4274,law,U+4 or FC+u+4,m (TJ),18,18~28s js9~,-17~-7,Launch (JG?),Launch (JG?),,,,,
4275,law,U/F+4 or FC+u/f+4,m (TJ),23,18~28s js9~,-17~-7,Launch (JG?),Launch (JG?),,,,,
4276,law,"u/b or u or U/F+4, 3","m (TJ), m (TJ)","22,22","s js9~34, js43~",-18~-15,Launch (JG?),Launch (JG?),,,true,,-18
4277,law,"f, F+2",m,12,14~16 (15~),-7~-5,+7~+9,+7~+9,,,,,
4278,law,"f, F+2, 1","m, h","12,12",14~16 (15~),-4~-3,+2~+3,+2~+3,,,,,
4279,law,"f, F+2, 1, 3","m, h, m","12,12,23",14~16 (15~),-13~-11,KND,KND,,,,,
4280,law,"f, F+2, 3","m, h","12,20",14~16 (15~),-15,KND,KND,,,,,
4281,law,"f, F+3 (Close)",m,45,20(21~) pc6~19,-17,KND,KND,"Power crush, Wall bounce",,,,
4282,law,"f, F+3",m,30,20~23 (21~) pc6~19,-17~-14,KND,KND,"Power crush, Wall bounce",,true,,-17
4283,law,"f, F+4",m,12,16~17 (17~),-13~-12,-2~-1,-2~-1,,,true,,
4284,law,"f, F+4, 3","m, m","10,10",16~17 (17~),-14,Launch,Launch,Tail spin,,true,,-14
4285,law,qcf+1,h,5,12(12~),-3,3,3,,,,,
4286,law,"QCF+1, 2","h, h","4,4",12(12~),-3~-2,+3~+4,+3~+4,,,,,
4287,law,"QCF+1, 2, 1","h, h, h","4,4,4",12(12~),-3~-2,+3~+4,+3~+4,,,,,
4288,law,"QCF+1, 2, 1, 2","h, h, h, m","4,4,4,12",12(12~),-16~-15,Launch (JG?),Launch (JG?),,,,,
4289,law,"f, f, f+3",m (TJ),30,20~28a (23~) js3~,+7~+15g,KND,KND,,,,,
4290,law,"f, f, f+3, 1+2(When hit )","m (TJ), (Special)",30,20~28a (23~) js3~,,KND,KND,,,,,
4291,law,WS+1,m,13,13~14,-7~-6,-1~0,+4~+5,,,,,
4292,law,"WS+1, b, f","m, (DSS)",13,13~14,-5~-4,+1~+2,+6~+7,,,,,
4293,law,"WS+1, 2","m, h","13,25",13~14,-9,KND,KND,,,,,
4294,law,"WS+1, 2, b, f","m, h, (DSS)","13,25",13~14,0,KND,KND,,,,,
4295,law,WS+2,m,20,15~16,-18~-17,Launch(JG?),Launch(JG?),,,true,,-18
4296,law,WS+3,"h, (TFS)",16,16,1,5,5,,,,,
4297,law,"WS+3, b, f","h, (TFS)",16,16,+13g,17,17,,,,,
4298,law,WS+4,m,14(12),11~12,-4~-3,+7~+8,+7~+8,,,,,
4299,law,"WS+4, b, f","m, (TFS)",14,11,6,+17g,17,,,,,
4300,law,"WS+4, 3","m, m (TJ)","12,23",s js17~,-18~-16,Launch (JG?),Launch (JG?),,,,,
4301,law,FC+3,l,12,16s cs1~,-14,-3,-3,,,,,
4302,law,"FC+3, 4","l, m (TJ)","12,23",s js19~,-18~-16,Launch (JG?),Launch (JG?),,,,,
4303,law,FC+d/b or d+4,l (TC),7,12s cs1~,-15,-4,-4,,,,,
4304,law,FC+d/f+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
4305,law,"FC+4, 3","l (TC), m (TJ)","7(10),23",s js19~,-18~-16,Launch (JG?),Launch (JG?),,,,,
4306,law,FC+U/B+4,m (TJ),25,14~17 js9~,-31~-28 (20a),-10~-8,-10~-8,,,,,
4307,law,FC+U+4,m (TJ),28,14~17 js9~,-31~-28 (20a),KND,KND,,,,,
4308,law,FC+U/F+4,m (TJ),30,14~17 js9~,-21~-18 (10a),KND,KND,,,,,
4309,law,"FC+U/B+4, d",m (TJ),25,14~17s js9~,-31~-28 (20a),-10~-8,-10~-8,,,,,
4310,law,"FC+U+4, d",m (TJ),28,14~17s js9~,-31~-28 (20a),KND,KND,,,,,
4311,law,"FC+U/F+4, d",m (TJ),30,14~17s js9~,-21~-18 (10a),KND,KND,,,,,
4312,law,FC+u/b or u or U/F+3+4,mm (TJ),"30,20","46~49a, 56~58d js9~",-4~-2,KND,KND,,,,,
4313,law,FC+u/b or u or U/F+3+4 (First hit only),m (TJ),30,46~49d js9~,-13~-10,KND,KND,,,,,
4314,law,"FC+d/f, d, D/F+3",l (TC),22,16~20ad (19~) cs1~,-23~-19,KND,KND,,,,,-23
4315,law,SS+2,"m, (DSS)",5,17(26~),-5,5,5,,,,,
4316,law,"SS+2, 1","m, h, (DSS)","5,6",17(26~),-5~-4,+5~+6,+5~+6,,,,,
4317,law,"SS+2, 1, 2","m, h, m, (DSS)","5,6,7",17(26~),-6~-5,+5~+6,+5~+6,,,,,
4318,law,"SS+2, 1, 2, 1","m, h, m, m","5,6,7,25",17(26~),-20~-19,KND,KND,,,,,
4319,law,SS+3+4,mh (TJ),"14,26","15,23~25 (24~) js11~",-12~-9,KND,KND,Tail spin,,,,-12
4320,law,SS+3+4 (Second hit miss),m,9,15(24~) js11~,-21,-10,-10,,,,,
4321,law,1+2+3+4,(Special),,15(24~) 11~,,,,,,,,
4322,law,"1+2+3+4, 1+2*",(Special),,15(24~) 11~,,,,,,,,
4323,law,"1+2+3+4, 1+2*, 2",h,24,14~15 (88~),-4~-3,,KND,,,,,
4324,law,Grounded face up D+1+2+3+4,(Special),,14~15 (88~),,,,,,,,
4325,law,d+1+2 (to DSS),(DSS),,1~,,,,,,,,
4326,law,DSS 1,h,14,12~13 (13~),-11~-10,CS,CS,,,,,
4327,law,"DSS 1, f+1","h, m","14,25",12~13 (13~),-14~-12,KND,KND,,,,,
4328,law,"DSS 1, 4","h, h (TJ)","14,30",js14~,+7g,KND,KND,,,,,
4329,law,DSS 2,h,20,14~15 (15~),-4~-3,KND,KND,,,,,
4330,law,DSS 3,h,30,19~21 (21~),-3~-1,KND,KND,"Homing, Tail spin",,,,
4331,law,DSS 4,l,19,24~25 (25~),-14~-13,+5~+6s,KND,,,,,
4332,law,DSS 1+2,h,30,19(20~) pc8~18,-10,KND,KND,Power crush,,,,
4333,law,DSS 1+3,h(Throw),"35(8,27)",12(13~),,Throw(KND),,,,,,
4334,law,DSS 2+4,h(Throw),"35(8,9,18)",12(13~),,Throw(KND),,,,,,
4335,law,DSS f+1,m,25,17~19 (18~),-14~-12,KND,KND,,,,,
4336,law,DSS f+2,h(DSS),10,12(13~),0,6,6,,,,,
4337,law,DSS f+3,m,30(45),20~23 (21~) pc8~19,-17~-14,KND,KND (KND),"Power crush, wall bounce",,,,
4338,law,DSS f+4,h (TJ),40,20~28a (21~) js9~,+7g,KND,KND,,,,,
4339,law,"DSS , ,",,,20~28 (21~) 9~,,,,,,,,
4340,law,b+1+2 (to TFS),hmh or m punch parry((Special))(TFS),,3~50,,11,,,,,,
4341,law,TFS-success 1,h,12,29~30,,+6~+7b,+6~+7b,,,,,
4342,law,TFS-success 2,h,12,22,,+27g(KND),+27g(KND),,,,,
4343,law,TFS-success 3,m,22,25,,KND(KND),KND(KND),,,,,
4344,law,TFS-success 4,l,15,23,,KND,+19s,,,,,
4345,law,TFS-whiff 1,h,14,12~13 (79~),-11~-10,CS,CS,,,,,
4346,law,"TFS-whiff 1, f+1","h, m","14,25",12~13 (79~),-14~-12,KND,KND,,,,,
4347,law,"TFS-whiff 1, 4","h, h (TJ)","14,30",js14~,+7g,KND,KND,,,,,
4348,law,TFS-whiff 2,m,28,16~17 (86~),-20~-19,Launch (JG?),Launch (JG?),,,,,
4349,law,TFS-whiff 3,h,28,19~21 (88~),-3~-1,KND,KND,"Homing, Tail spin",,,,
4350,law,TFS-whiff 4,l,19,24~5 (91~),-14~-13,+5~+6s,KND,,,,,
4351,law,TFS-whiff 1+2,h,30,19(84~) pc8~18,-10,KND,KND,Power crush,,,,
4352,law,TFS-whiff f+1,m,25,17~19 (87~),-14~-12,KND,KND,,,,,
4353,law,TFS-whiff f+3,m,30(45),20~23 (91~) pc8~19,-17~-14,KND,KND (KND),"Power crush, Wall bounce",,,,
4354,law,TFS-whiff f+4,h (TJ),40,20~28a (85~) js9~,+7g,KND,KND,,,,,
4355,law,"TFS-whiff , ,",,,20~28 (85~) 9~,,,,,,,,
4356,law,BT 1,h,7,10,1,8,8,,,,,
4357,law,BT 2,m,17,15~19,-14~-10,-1~+3,CS,,,,,
4358,law,"BT 2, 2","m, m","17,20",15~19,-17~-15,KND,KND,,,,,
4359,law,BT 3,h,25,10,-8,KND,KND,,,,,
4360,law,BT 4,h,14,11,-9,2,2,,,,,
4361,law,"BT 4, 3","h, m","14,24",11,-12,KND,KND,,,,,
4362,law,BT 1+2,h,20,15,-1,+16kg,+16kg,Tail spin,,,,
4363,law,BT d+4 or BT FC+4,l,16,23~26,-15~-12,KND,KND,,,,,-15
4364,law,BT u/b or u or u/f+3,m (TJ),25,17 js2~,-12,KND,KND,,,,,
4365,law,"BT u/b or u or u/f+3, 4","m (TJ), m (TJ)","25,23",17 2~as,-18~-16,Launch (JG?),Launch (JG?),,,,,
4366,law,BT etc,,,17 2~,,,,,,,,
4367,law,f+1,h,9,10,1,8,8,,,,,
4368,law,d+2,Sm (TC),8,11s cs4~,-4,7,7,,,,,
4369,law,d/b+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
4370,law,"u/b or u+1 or 1*, u/f+2",m (TJ),12,18 js9~,-8,3,3,,,,,
4371,law,u/f+1,h,10,12,-5,6,6,,,,,
4372,law,u/b or u or u/f+2(j),h,17,15~16,-12~-11,+9~+10g,+9~+10g,,,,,
4373,law,u/b or U/F+2,m (TJ),18,42~44 js9~,-23~-21,-12~-10s,-12~-10s,,,,,
4374,law,U+2,m (TJ),18,42~44 js9~,-23~-21,-12~-10s,-12~-10s,,,,,
4375,law,u/b+4,m (TJ),10,15~17,-20~-18,-8~-6,-8~-6,,,,,
4376,law,u+4,m (TJ),12,15~17,-133~-11,KND,Launch (JG?),,,,,
4377,law,"u/f, n+4",m (TJ),25,"19~22 (29,35)",-15~-12 (-13),Launch (JG?),Launch (JG?),,,,,
4378,law,WS+1+2,m,12,10~11,-4~-3,+7~+8,+7~+8,,,,,
4379,law,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
4380,law,FC+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
4381,law,SS+1,h,7,10(11~),1,8,8,,,,,
4382,law,SS+3,h,12,12(13~),-9,2,2,,,,,
4383,law,SS+4,h,14,11(12~),-9,7,Launch (JG?),,,,,
4384,law,BT d/b or d or d/f+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
4385,law,BT d/b or d or d/f+3,l,12,10s cs1~,-11,3,3,,,,,
4386,law,BT u/b+4,m (TJ),18,17,-12,-1,-1,,,,,
4387,law,BT u+4,m (TJ),20,17,-12,Launch (JG?),Launch (JG?),,,,,
4388,law,BT u/f+4,m (TJ),21,17,-12,Launch (JG?),Launch (JG?),,,,,
4389,lee,in rage d+1+2 in rage HMS d+1+2,m,20 pc8~17,55,-22,KND,KND,Rage art,,,,
4390,lee,in rage d/f+3+4,m,25,16~17,-1~0,KND,KND,"Rage drive, Tail spin",,,,
4391,lee,"in rage d/f+3+4, f, N","m, (MS)",25,16~17,+2~+3,KND,KND,"Rage drive, Tail spin",,,,
4392,lee,1,h,7,10,1,8,8,,,,,
4393,lee,"1, 2","h, h","7,9",10,-1,5,5,,,,,
4394,lee,"1, 2, 2","h, h, m","7,9,14",10,-13~-12,-2~-1,-2~-1,,,,,-13
4395,lee,"1, 2, 2, 3","h, h, m, h","7,9,14,23",10,-3~-1,KND,KND,Tail spin,,,,
4396,lee,"1, 2, 2, 3, 4","h, h, m, h, (HMS)","7,9,14,23",10,-9~-7,KND,KND,Tail spin,,,,
4397,lee,"1, 2, 4","h, h, m","7,9,10",10,-12,-1,CS,,,true,,-12
4398,lee,"1, 2, 4, 3","h, h, m, (HMS)","7,9,10",10,-14,-3,CS,,,,,
4399,lee,"1, 2, 4 (Hold long as possible)","h, h, m","7,9,20",10,-7,0,CS,,,,,
4400,lee,"1, 2, f, n","h, h, (Special) (TC)(MS)","7,9",10,-2,4,4,,,,,
4401,lee,"1, 3","h, h","7,5",10,-11,0,0,,,,,
4402,lee,"1, 3:3","h, h, m","7,5,4",10,-10,1,1,,,,,
4403,lee,"1, 3:3:3","h, h, m, h","7,5,4,12",10,-18,KND,KND,,,,,
4404,lee,2,h,10,10,1,7,7,,,,,
4405,lee,"2, 1","h, h","10,8",10,-5~-3,+6~+8,+6~+8,,,,,
4406,lee,"2, 1, 3+4","h, h, (HMS)","10,8",10,-5,6,6,,,,,
4407,lee,"2, 1, 1","h, h, m","10,8,18",10s,-12~-11,+3~+4,KND,,,true,,-12
4408,lee,"2, 1, 3","h, h, h","10,8,24",10,-4~-2,KND,Tail spin (3rd hit),Tail spin,,,,
4409,lee,"2, 1, 4","h, h, l (TC)","10,8,18",cs16~,-16~-14,0~+2,+10~+12,,,true,,-16
4410,lee,"2, 2","h, m","10,14",16~,-13~-12,-2~-1,-2~-1,,,,,
4411,lee,"2, 2, 3","h, m, h","10,14,23",16~,-3~-1,KND,KND,Tail spin,,,,
4412,lee,"2, 2, 3, 4","h, m, h, (HMS)","10,14,23",16~,-9~-7,KND,KND,Tail spin,,,,
4413,lee,3,m,16,14,-8,7,7,,,,,
4414,lee,"3, 4","m, (HMS)",16,14,-8,3,3,,,,,
4415,lee,"3, 3","m, h","16,18",14,-10,1,1,,,,,
4416,lee,3~3,h,18,30,-10,1,1,,,,,
4417,lee,3~3 hit or guard 4,"(h, )h(Throw)","(18,)15,5",30,Throw(KND),Throw(KND),Throw(KND),,,,,
4418,lee,4,h,16,11,-9,7,Launch (JG?),,,,,
4419,lee,"4, 3","h, h","16,14",11,-14,-3,2,,,,,
4420,lee,"4, 3, 3","h, h, m","16,14,20",11,-13~-11,KND,KND,,,,,
4421,lee,"4, 3, 4","h, h, m (TJ)","16,14,25",js22~,-9~-7,KND,KND,,,,,
4422,lee,"4, 4","h, h","16,6",22~,-5,6,Launch (JG?),,,,,
4423,lee,"4, 4, 4","h, h, h","16,6,8",22~,-5,6,Launch (JG?),,,,,
4424,lee,"4, u or u/f+3","h, m (TJ)","16,25",22~a,-1~+1,KND,KND,,,,,
4425,lee,"4, u or u/f+3, f","h, m (Mist step)","16,25",22~a,-27,KND,KND,,,,,
4426,lee,1+2,m,20,21~22s,-4~-3,+3~+4,KND,Homing,,,,
4427,lee,"1+2, 3+4",m (HMS),20,21~22s,-1,6,KND,Homing,,,,
4428,lee,f+2,m,12,14~15,-9~-8,+2~+3,+2~+3,,,,,
4429,lee,"f+2, 1","m, h","12,24",14~15,-10~-9,KND,KND,,,,,
4430,lee,f+3,m,6,15,-18,-7,-7,,,,,
4431,lee,"f+3, 3","m, m","6,3",15,-18,-7,-7,,,,,
4432,lee,"f+3, 3, 3","m, m, h","6,3,3",15,-18~-17,-7~-6,-7~-6,,,,,
4433,lee,"f+3, 3, 3, 3","m, m, h, h","6,3,3,3",15,-18~-17,-7~-6,-7~-6,,,,,
4434,lee,"f+3, 3, 3, 3, 3","m, m, h, h, h","6,3,3,3,3",15,-18~-17,KND,KND,,,,,
4435,lee,"f+3, 3, 3, 3, 3, 4","m, m, h, h, h, h","6,3,3,3,3,",15,-4~-3,KND,KND,Tail spin,,,,
4436,lee,"f+3, 3, 3, 3, 3, 4, 3","m, m, h, h, h, h, (HMS)","6,3,3,3,3,",15,-7~-6,KND,KND,Tail spin,,,,
4437,lee,f+4,h,13,11,-7,4,4,,,,,
4438,lee,"f+4, 1","h, h","13, 16",11,-2,13,13,,,,,
4439,lee,"f+4, 3","h, m","13,18",11,-8~-6,+6~+8s,KND,,,,,
4440,lee,"f+4, 3, 4","h, m, (HMS)","17,24",11,-4~-2,+10~+12s,KND,,,,,
4441,lee,f+1+2,hh,"10,24","13,28~29",-13~-12,KND,KND,,,,,
4442,lee,f+3+4,mm (TJ),"10,20","30~32, 34~36 js14~33",+4~+6s,+8~+10s,+8~+10s,,,,,
4443,lee,f+3+4 (Second hit miss),m,10,30~32s js14~33,-14~-12s,-3~-1s,-3~-1s,,,,,
4444,lee,d/f+1,m,13,13~14,-1~0,+5~+6,+5~+6,,,,,
4445,lee,d/f+2,m,12,15~16,-7~-6,Launch (JG?)(+4a),Launch (JG?),,,,,
4446,lee,d/f+3,m,14,15~16,-8~-7,+3~+4,+3~+4,,,,,
4447,lee,"d/f+3, 2","m, h","14,11",15~16,-6~-5,+5~+6,+5~+6,,,,,
4448,lee,"d/f+3, 2, 3","m, h, m","14,11,23",15~16,-16~-15,Launch,Launch,,,,,
4449,lee,d/f+4,m,16,13~14,-9~-8,+2~+3,+2~+3,,,,,
4450,lee,"d/f+4, 3","m, (HMS)",16,13~14,-9~-8,+2~+3,+2~+3,,,,,
4451,lee,d/f+1+2,m,18,20~21,-9~-8,-2~-1,-2~-1,,,,,
4452,lee,"d/f+1+2, 3","m, h","18,23",20~21,-3~-1,KND,KND,Tail spin,,,,
4453,lee,"d/f+1+2, 3, 4","m, h, (HMS)","18,23",20~21,-9~-7,KND,KND,Tail spin,,,,
4454,lee,d+2,m,18,18~19,-6~-5,+8~+9,+8~+9,,,,,
4455,lee,d+3,l (TC),17,16s cs6~,-17,-3,KND,,,true,,-17
4456,lee,"d+3, 4","l (TC), (HMS)",15,16s cs6~,-15,-1,KND,,,,,
4457,lee,d+4,l,7,12,-13,-14,-2,,,,,
4458,lee,"d+4, n+4","l, h","7,16",12,-9,2,Launch (JG?),,,,,
4459,lee,"d+4, n+4~3j","l, h! (TJ)","7,60",12a,KND,KND,KND,,,,,
4460,lee,"D+4, 4","l, l","7,8",12,-15,-16,-4,,,,,
4461,lee,"D+4, 4, 4","l, l, l","7,8,5",12,-15,-16,-4,,,,,
4462,lee,"D+4, 4, 4, 4","l, l, l, m","7,8,5,21",12,-20~-19,KND,KND,,,,,
4463,lee,"D+4, 4, 4, 4, 3","l, l, l, m, (HMS)","7,8,5,21",12,-11~-10,KND,KND,,,,,
4464,lee,"D+4, 4, 4, 4, 3, d/b (Cancel)","l, l, l, m, (HMS)","7,8,5,21",12s,-8,KND,KND,,,,,
4465,lee,d+3+4,h! (TJ),60,60a cs25~44 js45~,KND,KND,KND,,,,,
4466,lee,"d+3+4, 3+4 (Cancel)",(HMS),,s,,,,,,,,
4467,lee,d/b+3,l,13,20~21,-12~-11,+2~+3,+2~+3,,,,,
4468,lee,d/b+1+2,"!, !","20,30","76,90",CS,CS,CS,,,,,
4469,lee,d/b+3+4,l?,17,23~25,-13~-11,+4~+6,KND,,,,,
4470,lee,b+1,h,8,15,0,6,6,,,,,
4471,lee,"b+1, 1","h, m","8,6",15,-5,6,6,,,,,
4472,lee,"b+1, 1, 2","h, m, h","8,6,15",15,-11,1,1,,,,,
4473,lee,"b+1, 1, 3+4","h, m, (HMS)","8,6",15,-1,10,10,,,,,
4474,lee,"b+1, 1~f, n (Cancel)","h, (MS)",8,15,-5,1,1,,,,,
4475,lee,b+1:1,"h, m","12,6",15,-5,6,6,,,,,
4476,lee,"b+1:1, 2","h, m, h","12,6,23",15,-6,KND,KND,,,,,
4477,lee,"b+1:1, 3+4","h, m, (HMS)","12,6",15,-1,10,10,,,,,
4478,lee,"b+1:1~f, n (Cancel)","h, (MS)",12,15,-5,1,1,,,,,
4479,lee,b+2,h,13,14,-5,1,1,,,,,
4480,lee,"b+2, f, n","h, (MS)",13,14,-1,5,5,,,,,
4481,lee,"b+2, 4","h, h","13,12",14,-8~-7,-6~-5,KND,,,,,
4482,lee,"b+2, 4, 3+4","h, h, (HMS)","13,12",14,-10~-9,-8~-7,KND,,,,,
4483,lee,"b+2, 4, 3","h, h, h (TJ)","13,12,21",js13~,-3,KND,KND,Tail spin,,,,
4484,lee,b+3,l,9,15,-14,-3,-3,,,,,
4485,lee,"b+3, 3","l, h","9,15",15,-12,-3,-3,,,,,
4486,lee,"b+3, 3, f","l, h, (MS)","9,15",15,-7,2,2,,,,,
4487,lee,b+4,m,22,20~22,-3~-1,+7~+9s (KND),KND,,,,,
4488,lee,"b+4, 3","m, (HMS)",22,20~22,-2~0,+8~+10s (KND),KND,,,,,
4489,lee,b+1+2,Absorbs 1 h/m hit,,20~22,,+7b,,,,,,
4490,lee,b+1+2(when done) 4(When parry successful),"(Special), m",30,20,,KND,Tail spin,,,,,
4491,lee,b+3+4,m,25,20 pc8~19,-15,KND,KND,Power crush,,true,,-15
4492,lee,"u/b, b","(Special) (TJ), (HMS)",,20 8~19,,,,,,,,
4493,lee,u/b+3,m,20,18~22 js17~,-13~-9,KND,Launch,,,,,
4494,lee,u+3,(Special) (TJ),,a,,,,,,,,
4495,lee,"u+3, D",(Special) (TJ),,as,,,,,,,,
4496,lee,"u+3, 3+4","(Special) (TJ), (HMS)",,a,,,,,,,,
4497,lee,u/f+3,m (TJ),12,25~26 js12~,-9~-8,+2~+3,+2~+3,,,,,
4498,lee,"u/f+3, 1","m (TJ), m","12,18",s js1~4,-12~-11,+3~+4,KND,,,true,,
4499,lee,"u/f+3, 4","m (TJ), h","12,23",js1~4,-3~-1,KND,KND,Tail spin,,,,
4500,lee,u/f+4,m (TJ),13,15~16 js9~,-13~-12,Launch (JG?),Launch (JG?),,,true,,
4501,lee,u/f+3+4,h (TJ),27,22~24 js9~,+5~+7,KND,KND,,,,,
4502,lee,"u/f+3+4, 3+4","h (TJ), (HMS)",32,22~24 js9~,+8~+10,KND,KND,,,,,
4503,lee,"f, F+3",m,26,14,-11~-10,KND,KND,,,,,
4504,lee,"f, F+4",h,22,16~17 (17~) cs5~12,-5~-4,KND,KND,,,,,
4505,lee,"d, D/B+4",m,24,22~24 (24~),-17~-15,Launch(JG?),Launch(JG?),,,true,,-17
4506,lee,"b, B+4",h,23,18~21 (19~),+2~+5,KND,KND,"Homing, Tail spin",,,,
4507,lee,"b, B+4, 3","h, (HMS)",23,8~21 (20~),0~+3,KND,KND,"Homing, Tail spin",,,,
4508,lee,"f, f, f+3 or WR+3",m,14,14~15 (17~) js9~,-9~-8,KND,KND,,,,,
4509,lee,"f, f, f+3, 4","m, m","14,26",js1~,+3~+5,KND,KND,,,,,
4510,lee,"f, f, f+3, 4, 3+4","m, m, (HMS)","14,26",js1~,+4~+6,KND,KND,,,,,
4511,lee,WS+2,m,12,14~16,-8~-6,+3~+5,+3~+5,,,,,
4512,lee,"WS+2, 3","m, m","12,24",14~16,-13~-12,Launch,Launch,,,true,,-13
4513,lee,"WS+2, 4","m, h","12,23",14~16,-6~-5,+16~+17kg,+16~+17kg,Tail spin,,,,
4514,lee,WS+3,m,16,10~12,-21~-19,-10~-8,-10~-8,,,,,
4515,lee,"WS+3, 3","m, m","16,11",10~12,-15~-13,-4~-2s,-4~-2s,,,,,
4516,lee,"WS+3, 3, 4","m, m (HMS)","16,11",10~12,-15~-13,-4~-2s,-4~-2s,,,,,
4517,lee,"WS+3, 3, D+3","m, m, l","16,11,8",10~12,-19,-8,-8,,,,,
4518,lee,"WS+3, 3, D+3, n+3","m, m, l, m","16,11,8,10",10~12,-19,-8,-8,,,,,
4519,lee,"WS+3, 3, D+3, n+3, 3","m, m, l, m, h","16,11,8,10,",10~12,-16,-5,-5,,,,,
4520,lee,"WS+3, 3, D/F+3","m, m, m","16,11,10",10~12,-19,-8,-8,,,,,
4521,lee,"WS+3, 3, D/F+3, n+3","m, m, m, h","16,11,10,10",10~12,-16,-5,-5,,,,,
4522,lee,"WS+3, 3, D/F+3, n+3, 3","m, m, m, h, m","16,11,10,10,",10~12,-19,-8,-8,,,,,
4523,lee,"In+f-Kick D+3, ,,",l,10,10~12,-19,-8,-8,,,,,
